ticker,company_name,sub_industry,pool_tier,driver_name,driver_weight,source_type,source_symbol,source_name,source_status,is_price_auto_available,unit,notes
002092.SZ,中泰化学,氯碱,B,PVC,0.6,akshare_futures_spot,V,PVC,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
002092.SZ,中泰化学,氯碱,B,烧碱,0.4,akshare_futures_spot,SH,烧碱,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
002145.SZ,中核钛白,钛白粉,B,钛白粉,0.8,manual_required,,钛白粉,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
002145.SZ,中核钛白,钛白粉,B,钛精矿,0.2,manual_required,,钛精矿,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
002258.SZ,利尔化学,农药,B,吡啶,0.2,manual_required,,吡啶,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
002258.SZ,利尔化学,农药,B,草甘膦,0.3,manual_required,,草甘膦,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
002258.SZ,利尔化学,农药,B,草铵膦,0.5,manual_required,,草铵膦,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
002493.SZ,荣盛石化,炼油化工,B,PTA,0.35,akshare_futures_spot,TA,PTA,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
002493.SZ,荣盛石化,炼油化工,B,PX,0.35,akshare_futures_spot,PX,PX,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
002493.SZ,荣盛石化,炼油化工,B,涤纶长丝,0.15,akshare_futures_spot,PF,短纤,proxy,False,元/吨,PF是聚酯短纤，不是涤纶长丝；可作弱代理，默认不启用
002493.SZ,荣盛石化,炼油化工,B,炼化价差,0.15,synthetic_required,,炼化价差,synthetic_required,False,,需用原油/石脑油/PX/成品油等组合计算，当前不自动拉取
002601.SZ,龙佰集团,钛白粉,B,钛白粉,0.7,manual_required,,钛白粉,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
002601.SZ,龙佰集团,钛白粉,B,钛精矿,0.3,manual_required,,钛精矿,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
002895.SZ,川恒股份,磷化工,B,磷矿石,0.25,manual_required,,磷矿石,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
002895.SZ,川恒股份,磷化工,B,磷酸一铵,0.4,manual_required,,磷酸一铵,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
002895.SZ,川恒股份,磷化工,B,磷酸二氢钙,0.25,manual_required,,磷酸二氢钙,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
002895.SZ,川恒股份,磷化工,B,磷酸铁,0.1,manual_required,,磷酸铁,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600075.SH,新疆天业,氯碱,B,PVC,0.65,akshare_futures_spot,V,PVC,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600075.SH,新疆天业,氯碱,B,烧碱,0.25,akshare_futures_spot,SH,烧碱,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600075.SH,新疆天业,氯碱,B,电石,0.1,manual_required,,电石,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600096.SH,云天化,磷化工,B,尿素,0.3,akshare_futures_spot,UR,尿素,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600096.SH,云天化,磷化工,B,磷酸二铵,0.4,manual_required,,磷酸二铵,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600096.SH,云天化,磷化工,B,黄磷,0.3,manual_required,,黄磷,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600141.SH,兴发集团,磷化工,B,磷酸一铵,0.3,manual_required,,磷酸一铵,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600141.SH,兴发集团,磷化工,B,草甘膦,0.3,manual_required,,草甘膦,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600141.SH,兴发集团,磷化工,B,黄磷,0.4,manual_required,,黄磷,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600160.SH,巨化股份,氟化工,B,R125,0.3,manual_required,,R125,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600160.SH,巨化股份,氟化工,B,R134a,0.3,manual_required,,R134a,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600160.SH,巨化股份,氟化工,B,R32,0.4,manual_required,,R32,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600230.SH,沧州大化,聚氨酯,B,DNT,0.1,manual_required,,DNT,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600230.SH,沧州大化,聚氨酯,B,TDI,0.55,manual_required,,TDI,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600230.SH,沧州大化,聚氨酯,B,尿素,0.25,akshare_futures_spot,UR,尿素,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600230.SH,沧州大化,聚氨酯,B,烧碱,0.1,akshare_futures_spot,SH,烧碱,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600309.SH,万华化学,聚氨酯,B,MDI,0.6,manual_required,,MDI,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600309.SH,万华化学,聚氨酯,B,TDI,0.2,manual_required,,TDI,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600309.SH,万华化学,聚氨酯,B,苯胺,0.2,manual_required,,苯胺,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600346.SH,恒力石化,炼油化工,B,PTA,0.3,akshare_futures_spot,TA,PTA,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600346.SH,恒力石化,炼油化工,B,PX,0.25,akshare_futures_spot,PX,PX,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600346.SH,恒力石化,炼油化工,B,涤纶长丝,0.25,akshare_futures_spot,PF,短纤,proxy,False,元/吨,PF是聚酯短纤，不是涤纶长丝；可作弱代理，默认不启用
600346.SH,恒力石化,炼油化工,B,炼化价差,0.2,synthetic_required,,炼化价差,synthetic_required,False,,需用原油/石脑油/PX/成品油等组合计算，当前不自动拉取
600409.SH,三友化工,纯碱/粘胶/氯碱,B,PVC,0.2,akshare_futures_spot,V,PVC,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600409.SH,三友化工,纯碱/粘胶/氯碱,B,烧碱,0.15,akshare_futures_spot,SH,烧碱,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600409.SH,三友化工,纯碱/粘胶/氯碱,B,粘胶短纤,0.35,akshare_futures_spot,PF,短纤,proxy,False,元/吨,PF是聚酯短纤，不是粘胶短纤；默认不启用
600409.SH,三友化工,纯碱/粘胶/氯碱,B,纯碱,0.3,akshare_futures_spot,SA,纯碱,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600426.SH,华鲁恒升,煤化工,B,DMF,0.3,manual_required,,DMF,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600426.SH,华鲁恒升,煤化工,B,尿素,0.4,akshare_futures_spot,UR,尿素,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600426.SH,华鲁恒升,煤化工,B,醋酸,0.3,manual_required,,醋酸,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600486.SH,扬农化工,农药,B,草甘膦,0.4,manual_required,,草甘膦,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600486.SH,扬农化工,农药,B,菊酯,0.3,manual_required,,菊酯,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600486.SH,扬农化工,农药,B,麦草畏,0.3,manual_required,,麦草畏,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600596.SH,新安股份,有机硅/农药,B,工业硅,0.15,akshare_futures_spot,SI,工业硅,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600596.SH,新安股份,有机硅/农药,B,有机硅DMC,0.35,akshare_futures_spot,SI,工业硅,upstream_proxy,False,元/吨,工业硅是有机硅上游，不等同DMC价格；默认不启用
600596.SH,新安股份,有机硅/农药,B,煤炭,0.15,manual_required,,煤炭,manual_required,False,元/吨,需另接动力煤/焦煤或煤价指数，当前不自动拉取
600596.SH,新安股份,有机硅/农药,B,草甘膦,0.35,manual_required,,草甘膦,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600618.SH,氯碱化工,氯碱,B,PVC,0.55,akshare_futures_spot,V,PVC,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600618.SH,氯碱化工,氯碱,B,烧碱,0.45,akshare_futures_spot,SH,烧碱,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600746.SH,江苏索普,醋酸/煤化工,B,ADC发泡剂,0.2,manual_required,,ADC发泡剂,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600746.SH,江苏索普,醋酸/煤化工,B,醋酸,0.7,manual_required,,醋酸,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600746.SH,江苏索普,醋酸/煤化工,B,醋酸乙烯,0.1,manual_required,,醋酸乙烯,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600989.SH,宝丰能源,煤化工,B,焦炭,0.2,akshare_futures_spot,J,焦炭,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600989.SH,宝丰能源,煤化工,B,甲醇,0.2,akshare_futures_spot,MA,甲醇,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600989.SH,宝丰能源,煤化工,B,聚丙烯,0.3,akshare_futures_spot,PP,聚丙烯,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600989.SH,宝丰能源,煤化工,B,聚乙烯,0.3,akshare_futures_spot,L,聚乙烯,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
601233.SH,桐昆股份,化纤,B,PTA,0.3,akshare_futures_spot,TA,PTA,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
601233.SH,桐昆股份,化纤,B,PX,0.2,akshare_futures_spot,PX,PX,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
601233.SH,桐昆股份,化纤,B,涤纶长丝,0.5,akshare_futures_spot,PF,短纤,proxy,False,元/吨,PF是聚酯短纤，不是涤纶长丝；可作弱代理，默认不启用
601678.SH,滨化股份,氯碱/环氧丙烷,B,三氯乙烯,0.15,manual_required,,三氯乙烯,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
601678.SH,滨化股份,氯碱/环氧丙烷,B,烧碱,0.25,akshare_futures_spot,SH,烧碱,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
601678.SH,滨化股份,氯碱/环氧丙烷,B,环氧丙烷,0.45,manual_required,,环氧丙烷,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
601678.SH,滨化股份,氯碱/环氧丙烷,B,环氧氯丙烷,0.15,manual_required,,环氧氯丙烷,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
603225.SH,新凤鸣,涤纶,B,PTA,0.35,akshare_futures_spot,TA,PTA,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
603225.SH,新凤鸣,涤纶,B,PX,0.1,akshare_futures_spot,PX,PX,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
603225.SH,新凤鸣,涤纶,B,涤纶长丝,0.55,akshare_futures_spot,PF,短纤,proxy,False,元/吨,PF是聚酯短纤，不是涤纶长丝；可作弱代理，默认不启用
603260.SH,合盛硅业,工业硅/有机硅,B,多晶硅,0.15,akshare_futures_spot,PS,多晶硅,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
603260.SH,合盛硅业,工业硅/有机硅,B,工业硅,0.5,akshare_futures_spot,SI,工业硅,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
603260.SH,合盛硅业,工业硅/有机硅,B,有机硅DMC,0.35,akshare_futures_spot,SI,工业硅,upstream_proxy,False,元/吨,工业硅是有机硅上游，不等同DMC价格；默认不启用
603379.SH,三美股份,氟化工,B,R134a,0.3,manual_required,,R134a,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
603379.SH,三美股份,氟化工,B,R32,0.4,manual_required,,R32,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
603379.SH,三美股份,氟化工,B,氢氟酸,0.3,manual_required,,氢氟酸,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
605020.SH,永和股份,氟化工,B,R125,0.3,manual_required,,R125,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
605020.SH,永和股份,氟化工,B,R32,0.3,manual_required,,R32,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
605020.SH,永和股份,氟化工,B,萤石,0.4,manual_required,,萤石,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
000545.SZ,金浦钛业,钛白粉,C,钛白粉,0.8,manual_required,,钛白粉,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
000545.SZ,金浦钛业,钛白粉,C,钛精矿,0.2,manual_required,,钛精矿,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
000902.SZ,新洋丰,复合肥,C,复合肥,0.45,manual_required,,复合肥,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
000902.SZ,新洋丰,复合肥,C,尿素,0.1,akshare_futures_spot,UR,尿素,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
000902.SZ,新洋丰,复合肥,C,磷肥,0.15,manual_required,,磷肥,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
000902.SZ,新洋丰,复合肥,C,磷酸一铵,0.3,manual_required,,磷酸一铵,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
002136.SZ,安纳达,钛白粉,C,磷酸铁,0.15,manual_required,,磷酸铁,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
002136.SZ,安纳达,钛白粉,C,钛白粉,0.85,manual_required,,钛白粉,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
002407.SZ,多氟多,氟化工,C,六氟磷酸锂,0.3,manual_required,,六氟磷酸锂,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
002407.SZ,多氟多,氟化工,C,冰晶石,0.15,manual_required,,冰晶石,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
002407.SZ,多氟多,氟化工,C,无水氟化铝,0.35,manual_required,,无水氟化铝,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
002407.SZ,多氟多,氟化工,C,氢氟酸,0.2,manual_required,,氢氟酸,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
300891.SZ,惠云钛业,钛白粉,C,钛白粉,0.85,manual_required,,钛白粉,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
300891.SZ,惠云钛业,钛白粉,C,钛精矿,0.15,manual_required,,钛精矿,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600378.SH,昊华科技,氟化工/高端材料,C,PTFE,0.25,manual_required,,PTFE,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600378.SH,昊华科技,氟化工/高端材料,C,含氟聚合物,0.35,manual_required,,含氟聚合物,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600378.SH,昊华科技,氟化工/高端材料,C,电子特气,0.2,manual_required,,电子特气,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600378.SH,昊华科技,氟化工/高端材料,C,聚氨酯材料,0.2,manual_required,,聚氨酯材料,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600470.SH,六国化工,磷化工,C,复合肥,0.3,manual_required,,复合肥,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600470.SH,六国化工,磷化工,C,尿素,0.1,akshare_futures_spot,UR,尿素,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
600470.SH,六国化工,磷化工,C,液氨,0.1,manual_required,,液氨,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600470.SH,六国化工,磷化工,C,磷酸一铵,0.05,manual_required,,磷酸一铵,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600470.SH,六国化工,磷化工,C,磷酸二铵,0.45,manual_required,,磷酸二铵,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600727.SH,鲁北化工,钛白粉/磷化工,C,原盐,0.15,manual_required,,原盐,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600727.SH,鲁北化工,钛白粉/磷化工,C,甲烷氯化物,0.25,manual_required,,甲烷氯化物,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600727.SH,鲁北化工,钛白粉/磷化工,C,磷酸一铵,0.25,manual_required,,磷酸一铵,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
600727.SH,鲁北化工,钛白粉/磷化工,C,钛白粉,0.35,manual_required,,钛白粉,manual_required,False,元/吨,AkShare期现接口暂未覆盖；可后续接生意社网页、百川/卓创/隆众或手工CSV
601216.SH,君正集团,氯碱,C,PVC,0.55,akshare_futures_spot,V,PVC,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
601216.SH,君正集团,氯碱,C,烧碱,0.25,akshare_futures_spot,SH,烧碱,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
601216.SH,君正集团,氯碱,C,硅铁,0.2,akshare_futures_spot,SF,硅铁,exact,True,元/吨,"AkShare futures_spot_price_daily, source 100ppi"
