ticker,company_name,sub_industry,driver_name,driver_weight,product_name,driver_direction,driver_share,exposure_type,report_year,report_date,review_status,proposed_capacity,proposed_capacity_unit,raw_capacity_text,confidence,confidence_score,candidate_type,matched_alias,has_capacity_term,distance_to_product,delimiter_count,evidence_page,candidate_context,source_type,source_url,source_announcement_url,source_pdf_file,announcement_title,announcement_id,review_decision,final_capacity,final_capacity_unit,review_note
600096.SH,云天化,磷化工,尿素,0.3,尿素,1,1.0,product_price,2025,2026-03-24,proposed_accept,290.0,万吨/年,290万吨/年,high,94.0,company_capacity,尿素,True,7.0,0.0,9.0,场占有率排名前列。“三环”“金富瑞”等磷肥产品为全国知名品牌，产品质量稳定，服务优质，多年来深受广大用户青睐，长期具有较好的品牌溢价能力。2.尿素公司尿素产能超290万吨/年，分别布局在云南120万吨/年，内蒙古112万吨/年，青海60万吨/年。由于尿素行业集中度不高,cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-03-24/1225025863.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600096&announcementId=1225025863&orgId=gssh0600096&announcementTime=2026-03-24,600096.SH_云天化_2026-03-24_1225025863_云天化2025年年度报告.pdf,云天化2025年年度报告,1225025863,,,,
600096.SH,云天化,磷化工,磷酸二铵,0.4,磷酸二铵,1,1.0,product_price,2025,2026-03-24,needs_review_non_company_capacity,463.88,万吨/年,463.88万吨,low,35.0,industry_context,磷酸二铵,True,5.0,0.0,13.0,国内磷肥价格年底略有上涨。国际市场受磷肥贸易量减少、区域冲突、硫磺价格上涨等因素影响，国际市场价格维持高位波动。报告期内，子公司生产磷酸一铵、磷酸二铵等各类磷肥463.88万吨。3.尿素产能快速增加，价格持续低位运行氮肥主要包括尿素、硫酸铵、氯化铵等产品，其中尿素约占氮肥市场67%，是我国使用量最大的氮肥品种，我国也是世界第一大尿素生,cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-03-24/1225025863.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600096&announcementId=1225025863&orgId=gssh0600096&announcementTime=2026-03-24,600096.SH_云天化_2026-03-24_1225025863_云天化2025年年度报告.pdf,云天化2025年年度报告,1225025863,,,,
600096.SH,云天化,磷化工,黄磷,0.3,黄磷,1,1.0,product_price,2025,2026-03-24,needs_review_non_company_capacity,3.05,万吨/年,3.05万吨,low,0.0,production_or_sales,黄磷,False,18.0,1.0,15.0,价格呈现明显波动；下半年，下游企业开工稳定，黄磷价格整体呈现先涨后稳走势，价格波动收窄。2024-2025年我国四川市场黄磷市场均价趋势报告期内，子公司生产黄磷3.05万吨。3.磷酸铁市场需求增长,cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-03-24/1225025863.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600096&announcementId=1225025863&orgId=gssh0600096&announcementTime=2026-03-24,600096.SH_云天化_2026-03-24_1225025863_云天化2025年年度报告.pdf,云天化2025年年度报告,1225025863,,,,
600141.SH,兴发集团,磷化工,磷酸一铵,0.3,磷酸一铵,1,1.0,product_price,2025,2026-04-04,needs_review_non_company_capacity,4000.0,万吨/年,4000万吨,low,29.0,industry_context,磷酸一铵,True,7.0,1.0,11.0,"在短时间内持续拉涨，12月末涨至1.36万元/吨。5.肥料磷肥属于农作物的基础用肥之一，其中磷酸二铵对磷矿资源依赖性强，产业集中度高。国内磷酸一铵、二铵产能超过4,000万吨，约占全球产能的一半，生产企业主要集中在“云贵川鄂”等磷矿资源聚集区。公司全资子公司宜都兴发现有磷铵产能100万吨/年，配套湿法磷酸（折百）产能68万吨/年、精",cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-04-04/1225080143.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600141&announcementId=1225080143&orgId=gssh0600141&announcementTime=2026-04-04,600141.SH_兴发集团_2026-04-04_1225080143_湖北兴发化工集团股份有限公司2025年年度报告.pdf,湖北兴发化工集团股份有限公司2025年年度报告,1225080143,,,,
600141.SH,兴发集团,磷化工,草甘膦,0.3,草甘膦,1,1.0,product_price,2025,2026-04-04,needs_review_non_company_capacity,1.5,万吨/年,1.5万吨,low,24.0,project_or_change_capacity,草甘膦,False,1.0,0.0,137.0,".07湖北泰盛1.5万吨年草甘膦铵20,340,98420,340,984.1,456,3101,456,31盐粒剂扩建项目.4343.680.68内蒙兴发有机硅新材料一体218,24",cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-04-04/1225080143.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600141&announcementId=1225080143&orgId=gssh0600141&announcementTime=2026-04-04,600141.SH_兴发集团_2026-04-04_1225080143_湖北兴发化工集团股份有限公司2025年年度报告.pdf,湖北兴发化工集团股份有限公司2025年年度报告,1225080143,,,,
600141.SH,兴发集团,磷化工,黄磷,0.4,黄磷,1,1.0,product_price,2025,2026-04-04,needs_review_non_company_capacity,5.3,万吨/年,5.3万吨/年,low,24.0,project_or_change_capacity,黄磷,False,0.0,0.0,138.0,"湖北兴发化工集团股份有限公司2025年年度报告湖北吉星5.3万吨/年黄磷技23,711,46823,711,468.110,820,3110,820,术升级改造项目.494980.54380.54湖北吉星1万吨/年五硫化二26,",cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-04-04/1225080143.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600141&announcementId=1225080143&orgId=gssh0600141&announcementTime=2026-04-04,600141.SH_兴发集团_2026-04-04_1225080143_湖北兴发化工集团股份有限公司2025年年度报告.pdf,湖北兴发化工集团股份有限公司2025年年度报告,1225080143,,,,
600160.SH,巨化股份,氟化工,R125,0.3,R125,1,1.0,product_price,2025,2026-04-23,missing_candidate,,万吨/年,,,,,,,,,,,cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-04-23/1225147997.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600160&announcementId=1225147997&orgId=gssh0600160&announcementTime=2026-04-23,600160.SH_巨化股份_2026-04-23_1225147997_巨化股份2025年年度报告.pdf,巨化股份2025年年度报告,1225147997,,,,
600160.SH,巨化股份,氟化工,R134a,0.3,R134a,1,1.0,product_price,2025,2026-04-23,missing_candidate,,万吨/年,,,,,,,,,,,cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-04-23/1225147997.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600160&announcementId=1225147997&orgId=gssh0600160&announcementTime=2026-04-23,600160.SH_巨化股份_2026-04-23_1225147997_巨化股份2025年年度报告.pdf,巨化股份2025年年度报告,1225147997,,,,
600160.SH,巨化股份,氟化工,R32,0.4,R32,1,1.0,product_price,2025,2026-04-23,needs_review_low_confidence,2488.11,万吨/年,2488.11万吨,low,50.0,company_capacity,R32,False,46.0,0.0,87.0,。(5).产能与开工情况√适用□不适用单位：万元币种：人民币产能利用率在建产能已在建产能预计主要厂区或项目设计产能在建产能（%）投资额完工时间氟化工原料128.2488.11万吨制冷剂84.08万68.966190t/aR1234yf31002026二季度吨30kt/aR3229672026一季度含氟聚合物材,cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-04-23/1225147997.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600160&announcementId=1225147997&orgId=gssh0600160&announcementTime=2026-04-23,600160.SH_巨化股份_2026-04-23_1225147997_巨化股份2025年年度报告.pdf,巨化股份2025年年度报告,1225147997,,,,
600309.SH,万华化学,聚氨酯,MDI,0.6,MDI,1,1.0,product_price,2025,2026-04-21,proposed_accept,380.0,万吨/年,380万吨/年,high,98.0,company_capacity,MDI,True,2.0,0.0,28.0,万华化学集团股份有限公司2025年年度报告(5).产能与开工情况√适用□不适用产能利用主要厂区或项目设计产能率（%）759万吨/年（包括MDI项目380万吨/年、TDI聚氨酯项目产能85项目147万吨/年、聚醚项目232万吨/年）烟台工业园PO/AE一体化项目279万吨/年98烟台工业园聚氨酯产业链一体468万吨/年8,cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-04-21/1225130793.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600309&announcementId=1225130793&orgId=gssh0600309&announcementTime=2026-04-21,600309.SH_万华化学_2026-04-21_1225130793_万华化学2025年年度报告.pdf,万华化学2025年年度报告,1225130793,,,,
600309.SH,万华化学,聚氨酯,TDI,0.2,TDI,1,1.0,product_price,2025,2026-04-21,proposed_accept,147.0,万吨/年,147万吨/年,high,98.0,company_capacity,TDI,True,11.0,0.0,28.0,5年年度报告(5).产能与开工情况√适用□不适用产能利用主要厂区或项目设计产能率（%）759万吨/年（包括MDI项目380万吨/年、TDI聚氨酯项目产能85项目147万吨/年、聚醚项目232万吨/年）烟台工业园PO/AE一体化项目279万吨/年98烟台工业园聚氨酯产业链一体468万吨/年87化—乙烯项目烟台工业园PC项目60万吨/年,cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-04-21/1225130793.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600309&announcementId=1225130793&orgId=gssh0600309&announcementTime=2026-04-21,600309.SH_万华化学_2026-04-21_1225130793_万华化学2025年年度报告.pdf,万华化学2025年年度报告,1225130793,,,,
600309.SH,万华化学,聚氨酯,苯胺,0.2,苯胺,1,1.0,product_price,2025,2026-04-21,missing_candidate,,万吨/年,,,,,,,,,,,cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-04-21/1225130793.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600309&announcementId=1225130793&orgId=gssh0600309&announcementTime=2026-04-21,600309.SH_万华化学_2026-04-21_1225130793_万华化学2025年年度报告.pdf,万华化学2025年年度报告,1225130793,,,,
600426.SH,华鲁恒升,煤化工,DMF,0.3,DMF,1,1.0,product_price,2025,2026-03-31,needs_review_non_company_capacity,180.0,万吨/年,180万吨,low,2.0,industry_context,DMF,True,39.0,4.0,24.0,农药及其他行业需求预计有所缩减，医药行业需求增加明显，尤其是多肽类医药对合成DMF需求增加明显，出口量亦有所提升，整体国内需求有所增加。报告期内，DMF国内产能180万吨，产量81万吨，开工率45%，下游需求虽一定程度增长，但供需失衡局面未得到有效缓解。从全年价格走势分析，价格呈震荡下行走势。报告期内，DMF作为公司成熟的产品，,cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-03-31/1225051474.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600426&announcementId=1225051474&orgId=gssh0600426&announcementTime=2026-03-31,600426.SH_华鲁恒升_2026-03-31_1225051474_华鲁恒升2025年年度报告.pdf,华鲁恒升2025年年度报告,1225051474,,,,
600426.SH,华鲁恒升,煤化工,尿素,0.4,尿素,1,1.0,product_price,2025,2026-03-31,missing_candidate,,万吨/年,,,,,,,,,,,cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-03-31/1225051474.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600426&announcementId=1225051474&orgId=gssh0600426&announcementTime=2026-03-31,600426.SH_华鲁恒升_2026-03-31_1225051474_华鲁恒升2025年年度报告.pdf,华鲁恒升2025年年度报告,1225051474,,,,
600426.SH,华鲁恒升,煤化工,醋酸,0.3,醋酸,1,1.0,product_price,2025,2026-03-31,missing_candidate,,万吨/年,,,,,,,,,,,cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-03-31/1225051474.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600426&announcementId=1225051474&orgId=gssh0600426&announcementTime=2026-03-31,600426.SH_华鲁恒升_2026-03-31_1225051474_华鲁恒升2025年年度报告.pdf,华鲁恒升2025年年度报告,1225051474,,,,
600486.SH,扬农化工,农药,草甘膦,0.4,草甘膦,1,1.0,product_price,2025,2026-03-31,proposed_accept,3.0,万吨/年,30000吨/年,high,99.0,company_capacity,草甘膦,True,0.0,0.0,24.0,"25年年度报告(5).产能与开工情况√适用□不适用单位：万元币种：人民币产能利用率在建产能已在建产能预主要厂区或项目设计产能在建产能（%）投资额计完工时间草甘膦30,000吨/年100功夫菊酯8,500吨/年100三唑类杀菌剂8,500吨/年100生产能力的增减情况√适用□不适用报告期内，辽宁优创一期项目多个品种已拿出合格产品，",cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-03-31/1225056792.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600486&announcementId=1225056792&orgId=gssh0600486&announcementTime=2026-03-31,600486.SH_扬农化工_2026-03-31_1225056792_2025年年度报告.pdf,2025年年度报告,1225056792,,,,
600486.SH,扬农化工,农药,菊酯,0.3,菊酯,1,1.0,product_price,2025,2026-03-31,proposed_accept,0.85,万吨/年,8500吨/年,medium,69.0,company_capacity,菊酯,False,0.0,0.0,24.0,"情况√适用□不适用单位：万元币种：人民币产能利用率在建产能已在建产能预主要厂区或项目设计产能在建产能（%）投资额计完工时间草甘膦30,000吨/年100功夫菊酯8,500吨/年100三唑类杀菌剂8,500吨/年100生产能力的增减情况√适用□不适用报告期内，辽宁优创一期项目多个品种已拿出合格产品，",cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-03-31/1225056792.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600486&announcementId=1225056792&orgId=gssh0600486&announcementTime=2026-03-31,600486.SH_扬农化工_2026-03-31_1225056792_2025年年度报告.pdf,2025年年度报告,1225056792,,,,
600486.SH,扬农化工,农药,麦草畏,0.3,麦草畏,1,1.0,product_price,2025,2026-03-31,missing_candidate,,万吨/年,,,,,,,,,,,cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-03-31/1225056792.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600486&announcementId=1225056792&orgId=gssh0600486&announcementTime=2026-03-31,600486.SH_扬农化工_2026-03-31_1225056792_2025年年度报告.pdf,2025年年度报告,1225056792,,,,
601233.SH,桐昆股份,化纤,PTA,0.3,PTA,1,1.0,product_price,2025,2026-04-29,missing_candidate,,万吨/年,,,,,,,,,,,cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-04-29/1225228955.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601233&announcementId=1225228955&orgId=9900019547&announcementTime=2026-04-29,601233.SH_桐昆股份_2026-04-29_1225228955_桐昆集团股份有限公司2025年年度报告.pdf,桐昆集团股份有限公司2025年年度报告,1225228955,,,,
601233.SH,桐昆股份,化纤,PX,0.2,PX,1,1.0,product_price,2025,2026-04-29,missing_candidate,,万吨/年,,,,,,,,,,,cninfo_annual_report,http://static.cninfo.com.cn/finalpage/2026-04-29/1225228955.PDF,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601233&announcementId=1225228955&orgId=9900019547&announcementTime=2026-04-29,601233.SH_桐昆股份_2026-04-29_1225228955_桐昆集团股份有限公司2025年年度报告.pdf,桐昆集团股份有限公司2025年年度报告,1225228955,,,,
